park,region,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01
Call Lake Park,north,131,146,143,235,275,199,176,141,188,155,188,242,203,164,270,169,287,148,133,119,180,155,128,177,168,139,174,94,186,112,98,85,142,119,106,137,241,215,293,225,329,260,209,136,148,237,411,267,293,298,294,283,396,331,229,190,255,236,251,223,229,259,268,272,258,186,154,111,145,178,259,202,345,361,348,512,231,0,0,0,0,0,0,0,0,0,0,0,0,191,491,318,385,400,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,518,420,0,0
Callaghan Lake Park,south,0,0,0,0,0,0,1478.1,0,0,0,0,0,0,0,0,0,0,0,70,1155,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Scott Park,west,0,0,0,0,0,1078,2816,3032,923,0,0,0,0,0,0,0,237,1250,2602,2761,948,0,0,0,0,0,0,0,363,1492,2580,3482,914,0,0,0,0,0,0,0,1719,1176,2179,3677,1097,0,0,0,0,0,0,0,1687,9576,1722,3667,1063,0,0,0,0,0,0,0,418,1238,3930,3929,1907,0,0,0,0,0,0,0,1976,2414,4379,4704,1650,0,0,0,0,0,0,0,1465,2972,4521,5652,1327,0,0,0,0,0,0,0,1824,2627,5056,5647,1601,0,0,0,0,0,0,0,1811,2997,3010,4805,755,0,0,0
Carmanah Walbran Park,west,0,0,0,0,0,696,626,178,483,0,4,0,0,0,0,0,0,477,200,185,368,0,0,0,0,0,0,2,35,237,263,447,186,29,0,0,0,0,0,0,6,60,37,65,335,9,0,0,0,0,0,6,10,168,199,272,151,0,0,0,0,0,8,5,377,524.5,629.5,548,93.5,166,81.5,0,59.5,248.5,33,692.5,716,684,972,609.5,444.5,200,56,52.5,59.5,109,126,670.5,526,1669.5,475.5,353,272,241.5,77,0,17.5,31.5,15,40,430.5,195,1196,445.5,100.5,274.5,27.5,32,0,0,6,1011.5,166.5,75,494,525.5,117.5,74,57.5,0
Carp Lake Park,north,0,0,0,0,368,1283.2,2006.4,1142.4,198.4,0,0,0,0,0,0,0,0,812.8,1164.8,937.6,486.4,0,0,0,0,0,0,0,0,1779.2,1420.8,1952,214.4,0,0,0,0,0,0,0,80,1664,1548.8,1734.4,435.2,0,0,0,0,0,0,0,108.8,1104,1139.2,1900.8,588.8,28.8,0,0,0,0,0,0,428.8,1280,1651.2,1360,640,0,0,0,0,0,0,0,720,1337.6,2131.2,1228.8,486.4,0,0,0,0,0,0,0,611.2,1529.6,1174.4,2156.8,627.2,0,0,0,0,0,0,0,480,1624.4,2211.2,2588.8,188.8,0,0,0,0,0,0,0,348.8,1897.6,1932.8,2300.8,352,0,0,0
Cascade-Sutslem Conservancy,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cathedral Park,ok,0,0,0,0,0,33,734,837,387,0,0,0,0,0,0,0,0,0,405,1059,540,241,0,0,0,0,0,0,0,11,513,1403,305,10,0,0,0,0,0,0,0,122,693,1380,731,0,0,0,0,0,0,0,0,185,2382,1711,1128,6,0,0,0,0,0,0,6,445,858,1618,560,0,0,0,0,0,0,0,0,357,1504,2154,580,79,0,0,0,0,0,0,0,559,1743,1806,23,0,0,0,0,0,0,0,0,665,1098,256,540,96,0,0,0,0,0,0,13,803,1671,1470,245,0,0,0
Champion Lakes Park,ok,0,0,0,0,1330,5939.3,17951,16042.2,4653.5,0,0,0,0,0,0,0,1106,5025.8,14894.4,22974.8,8069.8,0,0,0,0,0,0,0,0,6249.4,25282.9,33188.7,4247.4,876.8,0,0,0,0,0,0,0,9812.2,28634.4,21930.1,3970.4,3970.4,0,0,0,0,0,0,0,8094,36826.2,24013.7,3737,0,0,0,0,0,0,0,0,10790,20259.2,30205,2370.6,0,0,0,0,0,0,0,2559.9,10415.1,17538.5,17600.5,4491.1,4491.1,0,0,0,0,0,0,4126.4,10063.9,26092.2,16744.6,3636.2,0,0,0,0,0,0,0,3925.5,5368.3,23042.8,14772.7,3514.7,0,0,0,0,0,0,0,3094.2,8214.1,22967.2,19650.4,2676.9,0,0,0
Charlie Lake Park,north,0,0,0,0,6898.3,14064,18265.6,12050.4,1729.3,0,0,0,0,0,0,0,6776.4,11029.8,16174.9,16254.7,0,0,0,0,0,0,0,0,11349.1,16547.8,20739.2,16007.6,656,0,0,0,0,0,0,0,8180.9,18124.5,15460.3,18097.1,2368.9,0,0,0,0,0,0,0,10204.1,17422.3,17726.2,15463.1,3977,0,0,0,0,0,0,0,4638.2,10044.2,14022.2,12408.6,2292.4,2960.9,0,0,0,0,0,0,5284.7,10059.4,10220.6,7268.9,1294.1,0,0,0,0,0,0,0,3844,11881.8,10334.2,9224.2,2828.6,0,0,0,0,0,0,0,4552.5,17138.6,14689.9,13690.2,2275.6,0,0,0,0,0,0,0,5827,25306.3,15114.8,14087.5,3061.2,0,0,0
Chasm Park,tc,0,0,0,0,787.5,4039,4235,3272.5,1445.5,0,0,0,0,0,0,0,1312.5,2100,6289.5,3570,1361.5,0,0,0,0,0,0,0,857.5,1505,7595,4539.5,1743,0,0,0,0,0,0,0,686,2429,7154,5558,2530.5,0,0,0,0,0,0,0,1312.5,2103.5,8991.5,5005,2257.5,0,0,0,0,0,0,0,199.5,6783,6790,8330,5698,0,0,0,0,0,0,0,3003,5190.5,6842.5,6884.5,5743.5,0,0,0,0,0,0,0,3622.5,6352.5,3468.5,3335.5,1970.5,0,0,0,0,0,0,0,2275,6107.5,5698,6184.5,4469.5,0,0,0,0,0,0,0,2968,5883.5,5337.5,5467,4060,0,0,0
Christie Memorial Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christina Lake Park,ok,0,0,0,0,4070.5,10020.5,28182,24937.5,4525.5,0,0,0,0,0,0,0,4312,8907.5,30621.5,36365,14689.5,0,0,0,0,0,0,0,4515,7637,33047,32119.5,4788,0,0,0,0,0,0,0,5474,11511.5,32224.5,27146,5082,0,0,0,0,0,0,0,4802,10853.5,31594.5,33250,11756.5,0,0,0,0,0,0,0,10017,21052.5,27422.5,27993,7668.5,0,0,0,0,0,0,0,5015.5,12950,29932,39413.5,15956.5,0,0,0,0,0,0,0,5579,13562.5,33726,27996.5,8673,0,0,0,0,0,0,0,7829.5,9691.5,31465,22298.5,7224,0,0,0,0,0,0,0,5463.5,13839,36949.5,24528,10202.5,0,0,0
Cinnemousun Narrows Park,tc,0,0,0,0,214.4,393.6,1459.2,752,112,0,0,0,0,0,0,0,278.4,412.8,1142.4,739.2,348.8,0,0,0,0,0,0,0,233.6,134.4,752,1040,272,0,0,0,0,0,0,0,160,428.8,1008,873.6,176,0,0,0,0,0,0,0,198.4,355.2,1004.8,780.8,166.4,0,0,0,0,0,0,0,246.4,425.6,1084.8,540.8,0,0,0,0,0,0,0,0,188.8,364.8,822.4,627.2,121.6,0,0,0,0,0,0,0,268.8,361.6,732.8,732.8,217.6,0,0,0,0,0,0,0,345.6,304,816,723.2,86.4,0,0,0,0,0,0,0,137.6,313.6,700.8,870.4,0,0,0,0
Cody Caves Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinson Point Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,6,0,4,4,1,0,0,2,4,5,50,48,56,68,54,3,2,0,2,28,5,5,7,7,74,9,6,8,0,0,2,4,1,3,50,120,87,87,42,5,3,0
Conkle Lake Park,ok,0,0,0,0,679.6,900.3,3213,2758.2,488.5,0,0,0,0,0,0,0,319,1206.3,3229.2,2839,460.7,0,0,0,0,0,0,0,401.9,1295,2808.7,3656.4,404.2,0,0,0,0,0,0,0,443.4,1419.3,2513.7,3742.4,16,0,0,0,0,0,0,0,472.9,1254.9,2939.9,3250.9,0,0,0,0,0,0,0,0,1674.2,1196.9,2832.5,1129.6,185.6,0,0,0,0,0,0,0,1099.4,1772.3,3209.6,2954.6,521,0,0,0,0,0,0,0,357.1,1375.4,3421.6,2434.7,448.4,0,0,0,0,0,0,0,0,1486.1,2814.7,2728.1,251.6,0,0,0,0,0,0,0,921.6,1574.2,2997.6,3377.1,145.5,0,0,0
Copeland Islands Marine Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coquihalla Canyon Park,south,2852.5,3727.5,4140.5,4945.5,11599,12663,19887,18536,12404,8274,2772,1932,3738,2306.5,4196.5,5859,8883,11462.5,24496.5,21318.5,13734,6426,3216.5,416.5,661.5,3360,3307.5,5785.5,12467,10906,21696.5,21773.5,14857.5,8141,2611,1942.5,1414,2593.5,4175.5,5785.5,11308.5,12407.5,26680.5,28231,15452.5,9215.5,2989,2005.5,3237.5,2471,3440.5,7112,12036.5,13937,23919,25578,15764,7927.5,0,2030,1771,2485,2128,3703,10493,11802,23576,36620.5,20597.5,11280.5,3885,1484,1823.5,2677.5,1977.5,14910,10906,21227.5,41597.5,44877,18963,11721.5,5526.5,3395,4361,3706.5,4571,9807,14122.5,16744,29697.5,53361,18438,10311,6730.5,3822,3258.5,4676,4259.5,9579.5,12789,20478.5,30894.5,51642.5,15963.5,10780,3846.5,2131.5,3178,1347.5,4263,9100,14854,23863,31787,33593,17972.5,10017,3647,0
Cowichan River Park,west,2956.3,3417.8,2949.5,4221.5,5289,5583.1,16344,11364.6,4408.6,3519.5,2012.9,3240.4,3190.5,2909.3,1179.3,3088.9,3188,4337.3,8303.7,11723.2,4367.7,2116.5,2174,2529.2,1701,2401.8,3415,1615.6,2360.4,2956.3,5721.8,6112.3,3281,1624.4,1577,3027.1,1177.7,1633.1,2030,2718.2,5505.9,4931.7,10417.4,8723,3759.2,2915.9,2808.2,1969.5,4525.1,3117.3,2331.2,3917.9,5990.7,3623.2,9688.5,9995,5370.7,4001.7,4689.9,4078.6,5062,4388.3,4911.6,2168,4200.5,5503.2,7403.6,6798.4,3469.2,1897.5,1272.3,958.9,1635.6,1602.5,2025.6,2425.8,4331,4566.8,6255.4,6860.5,3884.7,2431.3,1229.8,1968,1299.8,760,1394.1,2091.6,2703.1,4085.7,6172.7,6726.9,2977.5,1697.7,969.6,860.6,810.1,1568.6,1756.5,2062.8,4364.1,3948.7,6340.1,6198.7,2904.7,1892,1514.8,1007.9,1500.5,1273.2,1882.3,3058.2,4534.7,5111.6,6631.4,7531.7,3473.2,2129.7,1576.8,0
Crooked River Park,north,0,0,0,0,2492.9,11380.3,15084.9,10604.1,2993.4,0,0,0,0,0,0,0,2700.6,5552.4,6615.2,3633.4,4655.8,0,0,0,0,0,0,0,3242.3,6431.7,14788.2,11946.1,1621.9,0,0,0,0,0,0,0,2655.3,8359.4,13326.2,12879.9,4142.5,0,0,0,0,0,0,0,2813.6,8357,16049.3,14001,4494.5,833,0,0,0,0,0,0,5382.3,15082.2,15686.2,12189.3,4374.7,0,0,0,0,0,0,0,6417.4,10134.7,15301.7,15756.1,3259.6,0,0,0,0,0,0,0,6600,12635.5,15319.8,16440.2,3737.2,0,0,0,0,0,0,0,9338.8,11273.5,19377.3,14094.7,4685.8,0,0,0,0,0,0,0,5372.2,11526.8,17342,17264.9,5259.7,0,0,0
Cultus Lake Park,south,12428,4238,15528,19555.7,34014.4,61186.8,190508.8,152102.8,37802.8,17270.9,7020,5746.5,7172,9128.5,10772,26133.3,36954.3,65765.4,147446.1,188215.9,86786.6,19035.8,5353,6364,5723.5,6991,11699,32847.3,52934.7,66200.1,212725.5,215622.8,84645.9,17480.5,9017,7145,10217,10892.5,20315.9,31863.4,71164.8,103229.5,286618.4,197997.9,70224.8,18763.1,8132,6432.5,10701,10625.5,15833.1,27365.2,76108.7,127841.5,261783.3,235790.5,102374.7,12184.5,1675,9954,10935.5,15756,23293,37664.5,61629.9,130500.7,254576.3,218485.4,66783.3,13201.5,8633.5,8445,11083,15138,21098.3,51960.5,69753.9,101451.6,215633,203331.4,75093.9,18460.4,11421,6859.5,9449,10143.5,17256.7,29292.7,59316.7,108148.5,231557,198669.1,90700.5,18446.3,9255,8949.5,10487.5,14882.5,22453.5,32629,73369.8,116387,225362.1,167234.9,48657.2,32703.7,14665,13207,15802.5,12551.5,34085,27113.3,84202.3,116168.3,184408.8,179815.2,57135,23525.6,12678.5,0
Cypress Park,south,129048.5,113557.5,110771.5,104881,49752.5,55839,84917,34671,52871,57743,87066,236229,241087,183407,150325,112875,7042,8354.5,67231.5,80808,59087,52062.5,112227.5,199993.5,247625,231973,203850.5,103306,51037,45321.5,69856.5,87146.5,75932.5,52143,69919.5,224049,244356,243008.5,177086,107019.5,62629,36505,74000.5,67539.5,62629,53980.5,89736.5,220090.5,244356,219460.5,177086,107733.5,40236,30061.5,70364,78498,65884,53063.5,45314.5,107355.5,122724,115741.5,93005.5,107734,40236,30061.5,70364,78498,65884,53063.5,45314.5,107355.5,122724,115741.5,175479.5,83741,66647,71631,97044.5,100436,76118,55100.5,66923.5,342975.5,271236,269458,211568,83741,58782.5,65929.5,108822,98084,77000,57750,94286.5,348943,280000,269500,289796.5,71648.5,64533,71998.5,105311.5,101500,74203.5,80426.5,61691,249161.5,358886.5,346934,296523.5,66041.5,61680.5,87395,95459,99158.5,73426.5,59206,0,0
Desolation Sound Marine Park,south,0,0,0,0,3.2,2867.2,16633.6,18918.4,0,0,0,0,0,0,0,0,0,4393.6,13926.4,18476.8,4300.8,0,0,0,0,0,0,0,0,633.6,6454,16956.8,1517.2,0,0,0,0,0,0,0,0,2092.2,14600.2,26513.4,6811.6,0,0,0,0,0,0,0,0,4441.4,12424,19109.6,6304.8,4441.4,0,0,0,0,0,0,0,5805,15120,16818.4,5534.2,0,0,0,0,0,0,0,0,3895.2,10770.4,12160.4,4938,0,0,0,0,0,0,0,0,2599.6,9443.8,14559,5478.8,0,0,0,0,0,0,0,0,3749.6,11251.4,2426,3281.6,0,0,0,0,0,0,0,0,6768.8,12946.6,16157.8,3764,0,0,0
Diana Lake Park,north,0,0,0,0,1109.5,3195.5,0,3787,560,0,0,0,0,0,0,0,252,3454.5,3370.5,2471,28,0,0,0,0,0,0,0,0,423.5,3356.5,3073,738.5,0,0,0,0,0,0,0,1575,1575,3923.5,3727.5,1473.5,0,0,0,0,0,0,0,1137.5,2397.5,5197.5,9257.5,647.5,0,0,0,0,0,0,0,1697.5,3127.5,5775,4987.5,1141,0,0,0,0,0,0,0,1387.5,3657.5,7189,6730.5,745.5,0,0,0,0,0,0,0,1232,3447.5,6139,5782,1197,0,0,0,0,0,0,0,1354.5,3293.5,6919.5,6513.5,1092,0,0,0,0,0,0,0,1963.5,3188.5,3083.5,1855,703.5,0,0,0
Dionisio Point Park,west,0,7,0,24,615,415,1590,2462,1121,11,0,0,0,7,0,38,994,1984,2893,3678,300,7,0,0,0,0,0,19,59,250,638.8,1107.2,154.4,6,0,0,0,0,9,7,84.8,307.8,729.2,910,129,0,0,0,0,0,13,11,266.6,197.4,474.6,1207.8,86.8,0,0,0,0,0,9,67,436,547.6,618.6,1233.8,262.6,30,0,3,3,0,11,208.4,311.4,393.4,587.6,1232.8,348,3.2,0,0,0,2,11,93.2,380.8,403.8,732,1348.4,415,5.2,0,4,11,84,30.4,145.2,756.2,630.8,852.8,1384.2,359.8,10,3,12,2,10,15,282.4,446.8,703.2,629,1482,293.8,125,6,0
Discovery Island Marine Park,west,0,0,0,6.4,58,240,398,707.8,416.8,6.4,0,0,0,0,0,3.2,86,191.8,418.8,224.2,95.8,0,0,0,0,0,0,0,50.6,98.4,43.6,108.4,43.8,0,0,0,0,0,0,0,88,92.2,98.4,180,49.4,3.2,0,0,0,0,3.2,3.2,41.8,92.4,111.4,151.4,52.4,0,0,0,0,0,6.2,6.4,401.2,808.6,569.4,431.4,214.8,3.2,0,0,0,0,3.2,21,101.8,546.2,410,428.2,255.4,0,0,0,0,0,0,0,150.4,212.6,288,220.8,38.4,6.4,0,0,0,3.2,10,0,80.4,118,183.2,268,98.2,29.6,0,0,0,0,2,3.2,138.2,107,48.8,107.2,65,19,0,0
Downing Park,tc,0,0,0,0,0,1830.8,6648.4,5520.1,732,0,0,0,0,0,0,0,0,0,6242.4,4452.4,691.4,0,0,0,0,0,0,0,0,1059.8,3192.8,5376.9,720.6,0,0,0,0,0,0,0,0,1491,4081,3241,829.5,0,0,0,0,0,0,0,0,658,1575,0,2926,0,0,0,0,0,0,0,798,1050,2975,2107,1410.5,0,0,0,0,0,0,0,1287.4,5720.2,3840.9,4730.1,2352.1,0,0,0,0,0,0,0,5016.6,10254,1455.9,872.1,1978.1,0,0,0,0,0,0,0,5071.7,5081.8,7557.4,3986.1,1480.5,0,0,0,0,0,0,0,5155.9,7196.6,4484,3404.3,1972.1,0,0,0
Drewry Point Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Driftwood Canyon Park,north,0,0,0,0,2436,4004,4802,3797.5,1813,0,0,0,0,0,0,0,1337,1337,5607,6510,3570,0,0,0,0,0,0,0,1043,1421,4210.5,6380.5,1687,0,0,0,0,0,0,0,966,1473.5,4777.5,6023.5,1907.5,0,0,0,0,0,0,0,1050,1925,4550,5600,1750,0,0,0,0,0,0,0,1102.5,2012.5,4112.5,4375,875,0,0,0,0,0,0,0,1018.5,1802.5,4291,5453,1438.5,0,0,0,0,0,0,0,1057,1914.5,4319,5141.5,1354.5,0,0,0,0,0,0,0,1059,1910,4241,4990,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drumbeg Park,west,290.5,2250.5,2712.5,2327.5,1603,4144,7584.5,5491.5,2604,2849,1480.5,1827,2208.5,1757,2432.5,2639,2464,6296.5,6562.5,7273,4389,2499,388.5,3843,388.5,1935.5,0,2639,3300.5,5554.5,10899,8627.5,3461.5,2397.5,2124.5,2128,1904,592,3220,1823.5,5351.5,1872.5,8347.5,7759.5,3293.5,1340.5,3013.5,2600.5,1501.5,1932,3153.5,2709,3451,3923.5,3149,7756,3902.5,3108,2534,3041.5,2247,2814,3262,3370.5,4144,5502,1382.5,8046.5,3552.5,3115,2621.5,3143,2152.5,2859.5,8368.5,4203.5,4284,5120.5,8561,8456,3580.5,2646,5593,728,1697.5,2488.5,3118.5,2380,3958.5,2205,8053.5,9243.5,3643.5,2947,2478,1067.5,2033.5,2453.5,3080,2229.5,4357.5,2544.5,7094.5,9709,5047,3286.5,3423,2586.5,3031,2667,1001,3213,4679.5,6471.5,7868,10993.5,4795,2523.5,3199,0
Dry Gulch Park,ok,0,0,0,0,278.4,1008,2025.6,2025.6,1196.8,0,0,0,0,0,0,0,627.2,985.6,1846.4,1923.2,662.4,0,0,0,0,0,0,0,2661.5,3894.3,4936.3,6532.8,3615.1,0,0,0,0,0,0,0,2690,3621,6220.2,7470.9,3671.4,0,0,0,0,0,0,0,2298.9,3779.9,6134.9,7310.7,3910.9,0,0,0,0,0,0,0,9517.3,4504.9,6275.5,7181.5,4275.8,0,0,0,0,0,0,0,4890.7,11863.2,8747.2,7852.3,4479.1,0,0,0,0,0,0,0,5622.2,4660.8,8741.4,8232.7,3908.8,0,0,0,0,0,0,0,6844.3,5167.1,8397.3,7736.3,3949.4,0,0,0,0,0,0,0,4771.3,8588.9,9670.6,10006.2,4551.5,0,0,0
Dunn Peak Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,503,450,82,63,0,0,0,0,0,0,0,63,93,95,340,88,679,0,0,0,0,0,0,97,151,275,210,76,0,0,0,0,0,0,0,54,96,0,0,0,0,0,0,0,0,0,0,15,44,61,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.C. Manning Park,ok,81814.9,55396.8,59293.9,39177.7,115359.6,124471.7,214928.6,200291.4,137847.1,65798.4,24845,66,59750,55821.5,81162.6,42203.5,75581.2,112152.8,225707.7,209006.6,147458.9,43105.1,5864.8,68,48114.1,55251.1,53086.8,27672.5,69837.3,111347.6,211485.5,228540,134064.1,30248.6,7617.5,46,63280.6,57407,64944.9,34246,54182.6,132830.2,232872.4,232870.8,119383.7,30850.2,6826.1,129.6,56801.2,56778.6,54258.4,34670.9,60522.7,99060.3,188349,229455.9,129309.4,43100.6,31022.6,36861.1,27367.7,53276.3,46474.9,27234,101656.2,168720,222008.1,227368.9,132879,54485.4,32031.5,49603.6,43087.2,61972,49137.6,35818.3,90274.8,112770.3,164925.1,179687.5,134881,68426.3,31035.6,40490.5,37681.1,52547,52003.7,37677,83402.7,120775.6,220843,181089.9,140171.5,79730.1,33226.6,39898.4,39883.8,57848.4,56602,48246.4,93287.2,110455.5,226376,203879,128023.9,80448.1,35977.9,57030.4,48236.5,61690.5,65437.7,55212.8,124972,158019.9,194081.4,189391.9,115399.1,59062.3,22188.7,357
Elk Falls Park,west,4441.4,4378.8,6261.4,7075,11732.3,11893.9,28669.4,21900,13670.7,8665.1,4551.3,3887.2,5180.6,3580,10408.6,8342.3,11670.8,10733.1,23956.8,24016.8,5840.4,8103.2,4956.1,4250.3,8709.2,5836.8,9505.1,8542.4,11675.3,15207.7,23321.1,26209.1,24192.7,6551.5,3627.3,3078,5723.6,4688.2,10115.6,11926.1,18552.8,19822.1,30403.2,25796.7,16380.4,13064.3,6225.3,5714.7,12381.1,15096.3,17393.3,5346.5,18245.1,9922.7,10846.2,27792.4,15972,10836.1,29899.1,3088.8,4287.2,6824.7,6160.4,16501.8,48281.4,41784.4,38629.7,43048.2,37818.6,22336.2,13172.6,13700.6,17509.7,14973.9,13039.2,25398.8,20690.3,24421.1,40496.9,44580,28092.8,11461.6,31908.9,6900.1,8187.6,6616,2547.2,13746.8,19514.1,26123.3,42465,42304.5,29940.6,19589.8,6891.4,9058.7,8980.6,7685.5,10294.3,10249.7,23621.3,24890.9,40207.7,46066.9,27215.3,18399.1,9081.9,7130,5763.6,6551.3,11175.7,12894.1,19254.4,26146.3,40235.6,44540.4,29328.4,12411.7,9320.4,0
Elk Lakes Park,ok,197,168,143,88,132,98,932,1141,91,100,0,0,0,0,0,0,0,263,999,885,650,80,0,0,0,0,0,0,0,540,2755,1789,688,143,94,0,326,277,567,271,79,124,50,354,339,101,87,187,244,234,289,169,85,315,887,1244,454,302,101,211,219,260,227,136,133,128,888,1393,638,549,119,272,309,274,290,150,171,783,1644,1704,807,372,156,230,308,303,331,184,122,622,1451,1413,266,337,187,278,332,294,290,257,187,469,1122,1116,628,378,188,279,304,288,308,163,82,475,864,772,459,201,0,0
Ellison Park,ok,0,0,0,8034,12736.9,13556.4,23470,21054.7,8352.4,4401.3,0,0,0,0,0,9428.1,9873.8,12227.2,16366.8,19894.7,7496.8,2855.7,0,0,0,0,0,3762,8814.5,11038.2,22630.6,22631.4,8361.7,3713.9,0,0,0,0,1315,4455.9,10416.4,12476.6,22740.5,18289.2,7663.8,4600.4,0,0,0,0,0,7105.4,14582.2,13979.1,21639.1,14771.5,10994.6,4105.6,0,0,0,0,0,10628.6,17468.9,21678.3,29413.8,26739.3,17678.8,6335.2,0,0,0,0,0,13953.3,19544.2,22449.3,32737.6,32751.8,22008.5,5229.5,0,0,0,0,0,12438.9,21165,24142.1,31013.8,29306.9,17690.4,3356,0,0,0,0,0,13065,25761.3,25585.3,33175.5,26447.9,17236.8,3893.8,0,0,0,0,0,15333,24975.7,25719.2,30419.5,32559.3,17728.2,5536,0,0
