park,region,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01
Adams Lake Park - Bush Creek Site,tc,0,0,0,0,1736,1620.5,3759,4112.5,2292.5,0,0,0,0,0,0,0,1645,1414,3748.5,1589,1396.5,0,0,0,0,0,0,0,1648.5,1753.5,6062,5099.5,2058,0,0,0,0,0,0,0,2002,2082.5,4424,5141.5,1704.5,0,0,0,0,0,0,0,1617,2271.5,4228,5183.5,1774.5,0,0,0,0,0,0,0,1505,3454.5,4196.5,4879,1487.5,0,0,0,0,0,0,0,1620.5,3146.5,4648,5106.5,1379,0,0,0,0,0,0,0,2019.5,2537.5,4578,2835,1869,0,0,0,0,0,0,0,1813,2607.5,5659.5,4434.5,1578.5,0,0,0,0,0,0,0,1659,3335.5,5120.5,5540.5,1585.5,0,0,0
Akamina-Kishinena Park,ok,0,0,0,0,0,0,1648,1457,617,0,0,0,0,0,0,0,0,0,1256,1592,750,0,0,0,0,0,0,0,0,0,1676,1328,885,0,0,0,0,0,0,0,0,156,17,16,16,2,0,0,0,0,0,0,0,260,2086,2090,777,247,0,0,0,0,0,0,193,1444,3811,3754,1719,516,0,0,0,0,0,0,28,236,1317,1387,338,16,0,0,0,0,0,0,0,565,2401,2392,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandra Bridge Park,south,0,0,0,0,1641.5,4525.5,8060.5,10496.5,6499.5,0,0,0,0,0,0,0,360.5,3514,6195,9285.5,3829,0,0,0,0,0,0,0,490,367.5,231,311.5,6090,0,0,0,0,0,0,0,423.5,588,570.5,780,350,0,0,0,0,0,0,0,269.5,777,847,1050,805,0,0,0,0,0,0,0,0,1001,549.5,714,2415,0,0,0,0,0,0,0,311.5,787.5,787.5,819,1190,0,0,0,0,0,0,0,336,854,728,981,1470,0,0,0,0,0,0,0,304.5,882,686,798,1694,0,0,0,0,0,0,0,318.5,840,731.5,826,1452.5,0,0,0
Alice Lake Park,south,8932,9100,14436.5,0,27629,36556,74690,5967,27398.5,19101,9530,0,7770,7192.5,10507,1886.5,30402,39796,62630,67488.5,39479.5,17347,8803,0,0,0,0,22303,34914.5,35535.5,65008.5,71592.5,40365.5,22495.5,10068.5,9240,9254,9418.5,20223.5,21062,6980,50392.5,89809.5,73009.5,42564,22620,11250,8855,13258,14273,14262.5,26327.5,38961,58051,74552.5,91760,53379.5,20832.5,12978,8501.5,10069.5,15347.5,8876,22326.5,39021.5,61173,68036.5,68062,36492,21914.5,13867,14829.5,16996,18637.5,24101,40876.5,53551.5,62609,82730.5,68912,50147,26831,17171,14210,13440,11147.5,16425.5,33757.5,50732.5,73151,102995.5,88088,62622,30390.5,15312.5,15928.5,11865,17577,25781,27524,50603,53768,94917,76681.5,44434.5,35966,19470.5,13930,11753,14700,25018,28710.5,50725.5,64337,91511.5,77886,45560.5,27156.5,0,0
Allison Lake Park,ok,0,0,0,0,3066,2520,3342.5,3906,654.5,0,0,0,0,0,0,0,3906,2254,2254,4126.5,1260,0,0,0,0,0,0,0,0,238,3955,3976,1449,0,0,0,0,0,0,0,0,1148,3367,3451,1120,0,0,0,0,0,0,0,1078,2341.5,3696,4336.5,1302,0,0,0,0,0,0,0,1036,2677.5,3535,4175.5,1963.5,707,0,0,0,0,0,0,0,1620.5,3426.5,4392.5,773.5,0,0,0,0,0,0,0,0,2107,2572.5,3878,1305.5,0,0,0,0,0,0,0,0,2068.5,3682,2978.5,763,0,0,0,0,0,0,0,973,3115,3500,3265.5,882,0,0,0
Ancient Forest/Chun T'oh Whudujut Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anderson Flats Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,930,1047,994,1241,0,0,0,0,0,0,0,975,66,211,1052,424,0,0,0
Anhluut'ukwsim Laxmihl Angwinga'asanakwhl Nisga'a [a.k.a. Nisga'a Memorial Lava Bed Park],north,0,0,0,0,0,0,4774,899.5,0,0,0,0,0,0,0,0,553,868,4004,3503.5,794.5,0,0,0,0,0,0,0,84,462,3374,3535,829.5,0,0,0,0,0,0,0,510.5,1407.5,4617,5537.5,1349.5,62,0,0,0,0,0,0,316.5,602.5,2607.5,5585.5,1260,0,0,0,0,0,0,0,576.5,881,3789.5,4160.5,1249.5,0,0,0,0,0,0,0,567.5,611.5,2677,6447,1133.5,0,0,0,0,0,0,0,121.5,336,1585,1232,368,0,0,0,0,0,0,0,216.5,1571.5,2996.5,4219.5,2233.5,0,0,0,0,0,0,0,558.5,1457.5,4361,3968.5,1509.5,0,0,0
Arrow Lakes Park,ok,0,0,0,0,2821,1956.5,3069.5,1578.5,2289,0,0,0,0,0,0,0,703.5,2285.5,2884,3517.5,2688,612.5,0,0,0,0,0,0,2674,1928.5,3055.5,3297,2880.5,990.5,0,0,0,0,0,931,2355.5,1382.5,3020.5,4235,2761.5,0,0,0,0,0,0,0,0,2285.5,3507,3986.5,2989,0,0,0,0,0,0,0,2663.5,2639,3769.5,4151,2877,0,0,0,0,0,0,0,2114,2488.5,3979.5,4508,3031,0,0,0,0,0,0,0,2600.5,2964.5,4578,4879,3514,0,0,0,0,0,0,0,3948,4123,5565,5295.5,4060,0,0,0,0,0,0,0,3167.5,3230.5,5057.5,5260.5,3265.5,0,0,0
Babine Lake Marine Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babine Mountains Park,north,180,203,167,78,93,625,1190,1465,990,315,367,731,489,388,640,343,68,637,1325,1448,802,362,126,156,193,185,213,189,10,290,1200,1465,840,310,0,168,128,105,171,78,0,560,1235,1205,1200,329,0,133,155,141,87,0,0,1085,1800,2080,985,340,0,119,127,126,0,0,0,1050,1805,1855,855,280,0,117,54,42,28,0,0,3460,3130,2540,1730,430,0,0,0,0,0,0,10,2250,3900,2790,2070,830,0,0,0,0,0,0,0,1090,2210,2445,835,530,19,62,37,23,26,12,50,1005,1265,1570,1020,250,0,0
Babine River Corridor Park,north,0,0,0,0,0,0,0,2676,187,331,0,0,0,0,0,0,0,0,0,2060,158,331,0,0,0,0,0,0,0,0,0,2557,198,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,253,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,203,323,0,0
Bamberton Park,west,3857,4172,5313,5540.5,8407,9775.5,12621,11235,5456.5,3934,2943.5,2894.5,3713.5,3213,4763.5,5278,6594,9810.5,9992.5,11130,5344.5,4112.5,3129,3136,3080,3850,5260.5,6107.5,7108.5,8365,11557,11305,7154,4791.5,3188.5,2975,3419.5,3832.5,5673.5,5859,6366.5,8942.5,4676,8928.5,7045.5,4378.5,3391.5,3297,3846.5,2866.5,4697,6097,7115.5,8218,17773,10255,6380.5,4665.5,4074,3150,3727.5,4172,4952.5,0,10272.5,9663.5,38087,8561,6475,4277,4053,3850,16471,5502,6125,30404.5,7658,10108,12313,11840.5,6804,3934,3517.5,3143,1928.5,4231.5,5194,5922,4168.5,10563,12579,13104,8984.5,7248.5,5173,3129,5729.5,5117,4697,7619.5,10083.5,9852.5,14007,11763.5,7563.5,6408.5,5145,4515,5124,3713.5,6975.5,6636,8522.5,10454.5,10325,11364.5,7294,5169.5,3941,0
Bear Creek Park,ok,0,0,0,8256.5,13538,20447,35756,33771.5,13065.5,2996,0,0,0,0,0,8298.5,13499.5,19386.5,29578.5,31769.5,12540.5,2481.5,0,0,0,0,0,11515,21164.5,19726,29757,35413,18865,2947,0,0,0,0,2779,8746.5,23159.5,23264.5,31360,33400.5,16611,5652.5,0,0,0,0,0,12579,18126.5,23292.5,32189.5,31857,20846,5295.5,0,0,0,0,3118.5,15487.5,24227,27268.5,31342.5,30299.5,21070,7595,0,0,0,0,3853.5,20538,27279,29757,37107,35269.5,19421.5,4749.5,0,0,0,0,339.5,15599.5,23800,26778.5,47089,39035.5,24647,5201,0,0,0,0,1631,16432.5,26197.5,23646,41601,33901,22522.5,4896.5,0,0,0,0,1634.5,17153.5,26323.5,24923.5,42262.5,39497.5,28815.5,5957,0,0
Beatton Park,north,0,0,0,0,5442.5,12145,13797,9005.5,1039.5,0,0,0,0,0,0,0,4679.5,8496,10580,5754,2089.5,0,0,0,0,0,0,0,5488,7672,18119.5,18119.5,1127,0,0,0,0,0,0,0,0,9926,16576,11910.5,836.5,0,0,0,0,0,0,0,7430.5,14462,9327.5,10251.5,0,0,0,0,0,0,0,0,2863,6345.5,10741.5,8123.5,1697.5,1932,0,0,0,0,0,0,2209.5,6209,9166.5,6573,728,0,0,0,0,0,0,0,2583,8617,7735,5544,948.5,0,0,0,0,0,0,0,2551.5,7056,9383.5,7035,1123.5,0,0,0,0,0,0,0,2446.5,10132.5,10671.5,7108.5,1396.5,0,0,0
Beaumont Park,north,0,0,0,0,1988,5729.5,12127.5,11196.5,1361.5,0,0,0,0,0,0,0,2163,0,6842.5,0,4382,0,0,0,0,0,0,0,3615.5,5470.5,13681.5,10766,1645,0,0,0,0,0,0,0,2453.5,7665,12964,7984,2453.5,0,0,0,0,0,0,0,3801,6510,11305,10237.5,5474,0,0,0,0,0,0,0,3125.5,9509.5,11665.5,7959,1729,0,0,0,0,0,0,0,3888.5,6713,10822,10059,1302,0,0,0,0,0,0,0,4245.5,7227.5,11763.5,10692.5,2149,0,0,0,0,0,0,0,2894.5,5988.5,12806.5,6755,3314.5,0,0,0,0,0,0,0,4623.5,6713,7812,9366,1379,0,0,0
Bellhouse Park,west,31,49,220,70,269,381,486,707,269,21,10,0,0,17,31,87,280,301,707,413,283,203,17,24,0,32,14,11,11,31,37,58,27,9,4,7,5,5,18,17,12,35,72,54,19,12,5,5,6,2,11,0,20,34,48,136,30,18,3,4,4,6,5,35,172,143,93,305,75,48,2,6,2,6,8,77,90,50,144,109,128,34,2,3,2,5,16,90,118,117,119,168,127,85,4,5,5,79,109,117,114,117,265,217,129,72,7,7,13,7,1,139,126,170,235,140,122,62,11,0
Big Bar Lake Park,tc,0,0,0,0,504,808.5,2530.5,1708,472.5,0,0,0,0,0,0,0,458.5,1197,1309,1788.5,759.5,0,0,0,0,0,0,0,192.5,924,1932,1536.5,840,0,0,0,0,0,0,0,577.5,836.5,833,1575,1053.5,0,0,0,0,0,0,0,556.5,1249.5,920.5,1176,185.5,0,0,0,0,0,0,0,441,1004.5,864.5,388.5,595,0,0,0,0,0,0,0,182,378,1592.5,1092,462,0,0,0,0,0,0,0,217,122.5,416.5,112,413,0,0,0,0,0,0,0,311.5,500.5,955.5,532,490,0,0,0,0,0,0,0,238,332.5,987,577.5,455,0,0,0
Bijoux Falls Park,north,0,0,0,0,5638.5,11900,18935,15904,9394,6944,0,0,0,0,0,0,6167,10370.5,8326.5,16261,9996,9187.5,0,0,0,0,0,0,5785.5,12138,14938,16163,9586.5,7647.5,0,0,0,0,0,0,6636,15893.5,17027.5,17783.5,10885,8638,0,0,0,0,0,0,0,7385,17885,19064.5,10069.5,4578,0,0,0,0,0,0,5883.5,8505,17223.5,15904,9810.5,4235,0,0,0,0,0,0,5957,6300,10500,14000,10010,4977,0,0,0,0,0,0,3850,12061,14875,16191,10629.5,5250,0,0,0,0,0,0,4147.5,13069,12600,15750,10150,5621,0,0,0,0,0,0,4462.5,13860,14227.5,15463,10395,5733,0,0
Birkenhead Lake Park,south,0,0,0,0,525,1218,1333.5,1312.5,1214.5,1463,0,0,0,0,0,0,437.5,889,2009,1540,1694,1680,0,0,0,0,0,0,987,1319.5,2047.5,1624,1662.5,1676.5,0,0,0,0,0,0,1137.5,1142,1797,1557,1524,0,0,0,0,0,0,0,1095.5,1214.5,1249.5,1186.5,1131,0,0,0,0,0,0,0,1073,1379,1267,1434,1543.5,0,0,0,0,0,0,0,1102,1245,1434,1371,1399,0,0,0,0,0,0,0,1424.5,1512,1318,1331,1939,0,0,0,0,0,0,0,1687,1648.5,1547,1379,966,0,0,0,0,0,0,0,1904,3307.5,1515.5,3188.5,1421,0,0,0
Bishop Bay - Monkey Beach Conservancy,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,1298,1712,1643,939,0,0,0,0,0,0,0,889,1308,1734,1687,1044,0,0,0,0,0,0,0,316,386,549,441,209,0,0,0,0,0,0,0,338,416,598,481,226,0,0,0,0,0,0,0,883,290,1479,1497,736,0,0,0,0,0,0,0,747,1074,1454,1503,100,0,0,0,0,0,0,0,673,1956,1209,1523,692,0,0,0
Blackcomb Glacier Park,south,100156,56598,88963,37338,0,0,0,0,0,0,0,9429,16303,80566,69786,52321,6650,0,0,0,0,0,0,0,0,0,0,53611,6720,0,0,0,0,0,0,0,0,0,0,36180,0,0,0,0,0,0,0,0,0,0,0,35957,0,0,0,0,0,0,0,6370,33526,36911,51910,33979,0,0,0,0,0,0,0,45230,53510,66362,70201,18507,0,0,0,0,0,0,0,40480,52632,51691,46665,29481,0,0,0,0,0,0,0,30691,31603,51799,72703,35100,0,0,0,0,0,0,0,3756,66806,71794,49090,0,0,0,0,0,0,0,0,0
Blanket Creek Park,ok,0,0,0,0,2163,2733.5,4917.5,4508,2264.5,0,0,0,0,0,0,0,1379,2138.5,11298,3811.5,2450,0,0,0,0,0,0,0,1732.5,2338,3160.5,5607,2170,0,0,0,0,0,0,0,1837.5,2985.5,5729.5,4637.5,2436,0,0,0,0,0,0,0,0,3209.5,13688.5,3986.5,2366,0,0,0,0,0,0,0,2516.5,3717,4735.5,4396,2621.5,0,0,0,0,0,0,0,2159.5,3003,4914,6002.5,3713.5,0,0,0,0,0,0,0,3374,4133.5,7259,5771.5,4739,0,0,0,0,0,0,0,5362,7847,18221,16068.5,6279,0,0,0,0,0,0,0,5810,9138.5,18151,18602.5,5764.5,0,0,0
Bodega Ridge Park,west,0,35,84,28,49,269,371,395,31,17,7,0,0,10,31,49,35,399,521,483,287,21,14,7,0,7,21,8,11,14,23,37,29,3,2,3,2,2,11,7,29,17,31,21,14,2,0,0,0,0,0,0,14,19,37,27,18,5,0,0,0,2,4,28,229,203,130,283,90,3,0,2,0,0,4,7,12,78,99,118,210,62,7,4,0,4,3,4,155,59,192,195,132,18,4,2,2,57,20,19,88,228,160,24,190,22,18,3,11,5,9,19,174,174,233,202,204,14,18,0
Boundary Creek Park,ok,0,0,0,0,2712.5,4273.5,6086.5,6730.5,2810.5,0,0,0,0,0,0,0,1529.5,5726,6359.5,6394.5,4074,0,0,0,0,0,0,0,2369.5,3752,5530,8508.5,3626,0,0,0,0,0,0,0,1732.5,3584,4557,5215,3503.5,0,0,0,0,0,0,0,2068.5,3146.5,5222,5190.5,2271.5,0,0,0,0,0,0,0,1669.5,4200,5516,4413.5,1641.5,0,0,0,0,0,0,0,0,2677.5,4700.5,5593,1764,0,0,0,0,0,0,0,3332,4284,3552.5,1746.5,1946,0,0,0,0,0,0,0,2856,4270,5691,5306,2922.5,0,0,0,0,0,0,0,3661,4511.5,5698,5327,2208.5,0,0,0
Bowron Lake Park,tc,0,0,0,0,264,808,2483,2209,2511,0,0,0,0,0,0,0,458,537,1345,904,1296,0,0,0,0,0,0,0,47,125,193,403,135,0,0,0,0,0,0,0,46,304,282,264,48,0,0,0,0,0,0,0,4,100,158,259,126,0,0,0,0,0,0,0,152,255,307,440,121,0,0,0,0,0,0,0,143,213,290,289,123,0,0,0,0,0,0,0,211,476,201,707,374,0,0,0,0,0,0,0,181,301,942,358,365,0,0,0,0,0,0,0,148,256,735,393,185,0,0,0
Boyle Point Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandywine Falls Park,south,0,0,0,0,5761.5,22484,43050,38615.5,25868.5,0,0,0,0,0,0,0,7910,25998.5,39179,40978,32181,5708.5,0,0,0,0,0,0,6674.5,10944.5,39011,26064.5,21042,2772,0,0,0,0,0,0,6037.5,32662,17034.5,18791.5,20237.5,4732,0,0,0,0,0,0,7042,14910,39078.5,24504.5,17818.5,10447.5,0,0,0,0,0,0,15568,14840,36855,38482.5,16096.5,18977,0,0,0,0,0,18368,28500.5,36109.5,51593.5,50225,37387,12960.5,0,0,0,0,0,0,24573.5,41160,54967.5,54418,44856,14129.5,0,0,0,0,0,0,37450,46585,63045.5,65723,32676,27205.5,0,0,0,0,0,0,37478,50382.5,57809.5,63175,38342.5,17990,0,0
Bridal Veil Falls Park,south,0,0,0,9339,15516,16425.5,26826,30343,15602,4687.5,0,0,0,0,0,14889,14651,28186,23897,33621.5,17218.5,2925,0,0,0,0,0,6391,17325,16429,28107.5,32012.5,19276,4539.5,0,0,0,0,0,10619.5,20953,26397.5,33558.5,32892,21252.5,6687.5,0,0,0,0,0,14099,7194,20008.5,15610,30901,19140,8904.5,0,0,0,0,0,12841.5,16625,17027.5,38220.5,42518.5,57848.5,10406.5,0,0,0,0,0,12631.5,35102,31080.5,50929,39571.5,27370.5,7313,0,0,0,0,0,12124,30793.5,30356,38273,53886.5,34825.5,9710.5,0,0,0,0,0,15662.5,39918,30524,43194,37818,28389,5875.5,0,0,0,0,0,11588.5,30462,34543,42526.5,43527.5,26391.5,7833,0,0
Bridge Lake Park,tc,0,0,0,0,0,1477,4098.5,3465,882,0,0,0,0,0,0,0,0,647.5,2513,3447.5,1547,0,0,0,0,0,0,0,0,822.5,1312.5,2012.5,1071,0,0,0,0,0,0,0,0,686,1578.5,2047.5,1463,0,0,0,0,0,0,0,0,752.5,1333.5,2915.5,1151.5,0,0,0,0,0,0,0,0,8739.5,7721,7143.5,2054.5,0,0,0,0,0,0,0,1480.5,2926,3741.5,4007.5,1977.5,0,0,0,0,0,0,0,2443,4770.5,1991.5,1001,0,0,0,0,0,0,0,0,2324,5484.5,4483.5,4053,2016,0,0,0,0,0,0,0,2082.5,4392.5,3405.5,3020.5,1998.5,0,0,0
Bromley Rock Park,ok,0,0,0,3080,8792,14360.5,48867,44387,11504.5,6615,0,0,0,0,0,3416,11504.5,8284.5,15050,49861,14143.5,9919,0,0,0,0,0,2670.5,8841,8851.5,14955.5,40134.5,12603.5,0,0,0,0,0,0,2394,8183,10787,21262.5,44793,12757.5,0,0,0,0,0,0,3167.5,7794.5,10339,20457.5,17647,12460,0,0,0,0,0,0,6114.5,12421.5,16439.5,24461.5,21703.5,12831,3559.5,0,0,0,0,0,5089,9170,11074,17587.5,23121,5187,0,0,0,0,0,0,5502,9177,10542,20576.5,21924,10356.5,0,0,0,0,0,0,5369,7472.5,11525.5,20772.5,20342,11882.5,0,0,0,0,0,0,5320,8606.5,11046,19645.5,21794.5,9142,0,0,0
Broughton Archipelago Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buccaneer Bay Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buckinghorse River Wayside Park,north,0,0,0,0,1900.5,665,3927,2506,1862,0,0,0,0,0,0,0,1022,150.5,87.5,1351,178.5,0,0,0,0,0,0,0,231,882,1687,3332,0,0,0,0,0,0,0,0,1052,567,1901,2396,1800,0,0,0,0,0,0,0,0,0,9544.5,9544.5,2117.5,0,0,0,0,0,0,0,0,0,2366,4816,2747.5,0,0,0,0,0,0,0,724.5,4697,8603,13758.5,16194.5,0,0,0,0,0,0,0,899.5,4697,5838,4662,3783.5,0,0,0,0,0,0,0,717.5,2583,2887.5,1729,567,0,0,0,0,0,0,0,1652,2047.5,7997.5,2390.5,850.5,0,0,0
Bugaboo Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,281,355,81,0,0,0,0,0,0,0,0,0,349,399,70,0,0,0,0,0,0,0,0,59,512,538,100,0,0,0,0,0,0,0,0,194,702,669,77,0,0,0,0,0,0,0,0,322,431,684,133,0,0,0,0,0,0,0,0,192,548,630,103,0,0,0
Bull Canyon Park,tc,0,0,0,0,0,2247,2642.5,63,1018.5,0,0,0,0,0,0,0,0,1508.5,3801,3633,805,0,0,0,0,0,0,0,0,892.5,5439,2499,1270.5,0,0,0,0,0,0,0,0,1585.5,3640,3195.5,1375.5,0,0,0,0,0,0,0,0,812,2982,3776.5,1211,0,0,0,0,0,0,0,1176,2100,3794,3692.5,1382.5,0,0,0,0,0,0,0,1410.5,3097.5,3454.5,3976,987,0,0,0,0,0,0,0,1340.5,3097.5,493.5,0,0,0,0,0,0,0,0,0,2194.5,3503.5,2579.5,3815,1186.5,0,0,0,0,0,0,0,2173.5,3230.5,2173.5,3895.5,1088.5,0,0,0
Burgoyne Bay Park,west,808,616,651,766,651,868,1221,1179,850,339,38,0,203,472,413,174,416,1169,1848,1648,1239,521,612,73,297,329,616,71,193,250,440,669,552,119,51,42,72,63,116,86,176,431,2846.5,10101.5,8063.5,7795,6457.5,5436,6426,5083.5,6730,6422.5,7060,8630.5,10218.5,11920,5637.5,5722.5,6537.5,6477.5,6017,6769.5,8185.5,8490.5,9464,8603,11581.5,11746,8970.5,8141,6174,5057.5,4277,6247.5,8382.5,8746.5,9961,10360,11298,9142,10692.5,7682.5,6751.5,4690,6002.5,4350.5,8991.5,6779.5,9243.5,9306.5,11949,9023,3699.5,8974,6373.5,6629,4959.5,7297.5,6965,8165.5,5481,5866,11833.5,13482,8256.5,8960,6856.5,6293,7098,6401.5,9404.5,8718.5,9509.5,9828,11802,12866,10045,8809.5,4021.5,0
Call Lake Park,north,131,146,143,235,275,199,176,141,188,155,188,242,203,164,270,169,287,148,133,119,180,155,128,177,168,139,174,94,186,112,98,85,142,119,106,137,241,215,293,225,329,260,209,136,148,237,411,267,293,298,294,283,396,331,229,190,255,236,251,223,229,259,268,272,258,186,154,111,145,178,259,202,345,361,348,512,231,0,0,0,0,0,0,0,0,0,0,0,0,191,491,318,385,400,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,518,420,0,0
Callaghan Lake Park,south,0,0,0,0,0,0,1340.5,0,0,0,0,0,0,0,0,0,0,0,70,1155,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Scott Park,west,0,0,0,0,0,471,812,979,477,0,0,0,0,0,0,0,0,649,1113,1086,508,0,0,0,0,0,0,0,0,826,862,1086,381,0,0,0,0,0,0,0,1200,566,522,1226,548,0,0,0,0,0,0,0,1200,8631,522,1190,450,0,0,0,0,0,0,0,0,598,1202,996,622,0,0,0,0,0,0,0,906,1215,1023,812,412,0,0,0,0,0,0,0,702,910,916,999,495,0,0,0,0,0,0,0,856,1140,1315,1313,980,0,0,0,0,0,0,0,945,1118,0,0,0,0,0,0
Carmanah Walbran Park,west,0,0,0,0,0,696,602,126,448,0,0,0,0,0,0,0,0,430,140,175,346,0,0,0,0,0,0,0,0,202,225,383,160,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,125,153,129,101,0,0,0,0,0,0,5,336,486.5,584.5,476,31.5,161,80.5,0,59.5,248.5,0,654.5,672,637,896,528.5,402.5,196,56,52.5,59.5,105,126,654.5,483,1599.5,353.5,231,203,241.5,77,0,17.5,31.5,7,14,325.5,112,1120,311.5,52.5,269.5,17.5,28,0,0,0,941.5,10.5,0,364,360.5,73.5,70,52.5,0
